# File Name: Greek_Lexicon_Strongs.txt
# File Size: 1571461     
# File Date: 06/01/2026 18:29:49
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Robert Rouse
# Source Content: James Strong's Lexicon, Greek
# Source Description: https://en.wikipedia.org/wiki/Strong%27s_Concordance
# Source Copyright: Public Domain
# Source Link: https://viz.bible/
#
# COLUMNS
#	STRONGS		Strong's number
#	WORD		Greek word
#	TRANS		Transliterated word
#	PRONOUNCE	Pronunciation
#	LANG		Language
#	MORPH		Part of speech
#	DEF			Definition
#
STRONGS	WORD	TRANS	PRONOUNCE	LANG	MORPH	DEF
200	ἀκρίς	akrís	ak-rece'	greek	Noun Feminine	a locust (as pointed, or as lighting on the top of vegetation); locust; apparently from the same as <a href='/Strongs/strongs-g206' onclick='return ABMM("/Strongs","/strongs-g206");'>g206</a> (ἄκρον)
201	ἀκροατήριον	akroatḗrion	ak-ro-at-ay'-ree-on	greek	Noun Neuter	an audience-room; place of hearing; from <a href='/Strongs/strongs-g202' onclick='return ABMM("/Strongs","/strongs-g202");'>g202</a> (ἀκροατής)
202	ἀκροατής	akroatḗs	ak-ro-at-ace'	greek	Noun Masculine	apparently an intensive of <a href='/Strongs/strongs-g191' onclick='return ABMM("/Strongs","/strongs-g191");'>g191</a> (ἀκούω)); a hearer (merely); hearer; from (to listen
203	ἀκροβυστία	akrobystía	ak-rob-oos-tee'-ah	greek	Noun Feminine	the prepuce; by implication, an uncircumcised (i.e. gentile, figuratively, unregenerate) state or person; not circumcised, uncircumcised (with <a href='/Strongs/strongs-g2192' onclick='return ABMM("/Strongs","/strongs-g2192");'>g2192</a> (ἔχω)), uncircumcision; from <a href='/Strongs/strongs-g206' onclick='return ABMM("/Strongs","/strongs-g206");'>g206</a> (ἄκρον) and probably a modified form of (the penis or male sexual organ)
204	ἀκρογωνιαῖος	akrogōniaîos	ak-rog-o-nee-ah'-yos	greek	Adjective	belonging to the extreme corner; chief corner; from <a href='/Strongs/strongs-g206' onclick='return ABMM("/Strongs","/strongs-g206");'>g206</a> (ἄκρον) and <a href='/Strongs/strongs-g1137' onclick='return ABMM("/Strongs","/strongs-g1137");'>g1137</a> (γωνία)
205	ἀκροθίνιον	akrothínion	ak-roth-in'-ee-on	greek	Noun Neuter	properly (in the plural) the top of the heap, i.e. (by implication) best of the booty; spoils; from <a href='/Strongs/strongs-g206' onclick='return ABMM("/Strongs","/strongs-g206");'>g206</a> (ἄκρον) and (a heap)
206	ἄκρον	ákron	ak'-ron	greek	Adjective	the extremity; one end… other, tip, top, uttermost participle ; neuter of an adjective probably akin to the base of <a href='/Strongs/strongs-g188' onclick='return ABMM("/Strongs","/strongs-g188");'>g188</a> (ἀκμήν)
207	Ἀκύλας	Akýlas	ak-oo'-las	greek	Noun Masculine	Akulas, an Israelite; Aquila; probably for Latin aquila (an eagle)
208	ἀκυρόω	akyróō	ak-oo-ro'-o	greek	Verb	to invalidate; disannul, make of none effect; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and <a href='/Strongs/strongs-g2964' onclick='return ABMM("/Strongs","/strongs-g2964");'>g2964</a> (κυρόω)
209	ἀκωλύτως	akōlýtōs	ak-o-loo'-toce	greek	Adverb	in an unhindered manner, i.e. freely; no man forbidding him; adverb from a compound of <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and a derivative of <a href='/Strongs/strongs-g2967' onclick='return ABMM("/Strongs","/strongs-g2967");'>g2967</a> (κωλύω)
210	ἄκων	ákōn	ak'-ohn	greek	Adjective	unwilling; against the will; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and <a href='/Strongs/strongs-g1635' onclick='return ABMM("/Strongs","/strongs-g1635");'>g1635</a> (ἑκών)
211	ἀλάβαστρον	alábastron	al-ab'-as-tron	greek	Noun Neuter	properly, an "alabaster" box, i.e. (by extension) a perfume vase (of any material); (alabaster) box; neuter of (of uncertain derivation), the name of a stone
212	ἀλαζονεία	alazoneía	al-ad-zon-i'-a	greek	Noun Feminine	braggadocio, i.e. (by implication) self-confidence; boasting, pride; from <a href='/Strongs/strongs-g213' onclick='return ABMM("/Strongs","/strongs-g213");'>g213</a> (ἀλαζών)
213	ἀλαζών	alazṓn	al-ad-zone'	greek	Noun Masculine	braggart; boaster; from (vagrancy)
214	ἀλαλάζω	alalázō	al-al-ad'-zo	greek	Verb	to vociferate, i.e. (by implication) to wail; figuratively, to clang; tinkle, wail; from ( a shout, "halloo")
215	ἀλάλητος	alálētos	al-al'-ay-tos	greek	Adjective	unspeakable; unutterable, which cannot be uttered; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and a derivative of <a href='/Strongs/strongs-g2980' onclick='return ABMM("/Strongs","/strongs-g2980");'>g2980</a> (λαλέω)
216	ἄλαλος	álalos	al'-al-os	greek	Adjective	mute; dumb; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and <a href='/Strongs/strongs-g2980' onclick='return ABMM("/Strongs","/strongs-g2980");'>g2980</a> (λαλέω)
217	ἅλας	hálas	hal'-as	greek	Noun Neuter	salt; figuratively, prudence; salt; from <a href='/Strongs/strongs-g251' onclick='return ABMM("/Strongs","/strongs-g251");'>g251</a> (ἅλς)
218	ἀλείφω	aleíphō	al-i'-fo	greek	Verb	to oil (with perfume); anoint; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as particle of union) and the base of <a href='/Strongs/strongs-g3045' onclick='return ABMM("/Strongs","/strongs-g3045");'>g3045</a> (λιπαρός)
219	ἀλεκτοροφωνία	alektorophōnía	al-ek-tor-of-o-nee'-ah	greek	Noun Feminine	cock-crow, i.e. the third night-watch; cockcrowing; from <a href='/Strongs/strongs-g220' onclick='return ABMM("/Strongs","/strongs-g220");'>g220</a> (ἀλέκτωρ) and <a href='/Strongs/strongs-g5456' onclick='return ABMM("/Strongs","/strongs-g5456");'>g5456</a> (φωνή)
220	ἀλέκτωρ	aléktōr	al-ek'-tore	greek	Noun Masculine	a cock or male fowl; cock; from (to ward off)
221	Ἀλεξανδρεύς	Alexandreús	al-ex-and-reuce'	greek	Noun Masculine	an Alexandreian or inhabitant of Alexandria; of Alexandria, Alexandrian; from (the city so called)
222	Ἀλεξανδρῖνος	Alexandrînos	al-ex-an-dree'-nos	greek	Adjective	Alexandrine, or belonging to Alexandria; of Alexandria; from the same as <a href='/Strongs/strongs-g221' onclick='return ABMM("/Strongs","/strongs-g221");'>g221</a> (Ἀλεξανδρεύς)
223	Ἀλέξανδρος	Aléxandros	al-ex'-an-dros	greek	Noun Masculine	man-defender; Alexander, the name of three Israelites and one other man; Alexander; from the same as (the first part of) <a href='/Strongs/strongs-g220' onclick='return ABMM("/Strongs","/strongs-g220");'>g220</a> (ἀλέκτωρ) and <a href='/Strongs/strongs-g435' onclick='return ABMM("/Strongs","/strongs-g435");'>g435</a> (ἀνήρ)
224	ἄλευρον	áleuron	al'-yoo-ron	greek	Noun Neuter	flour; meal; from (to grind)
225	ἀλήθεια	alḗtheia	al-ay'-thi-a	greek	Noun Feminine	truth; true, X truly, truth, verity; from <a href='/Strongs/strongs-g227' onclick='return ABMM("/Strongs","/strongs-g227");'>g227</a> (ἀληθής)
226	ἀληθεύω	alētheúō	al-ayth-yoo'-o	greek	Verb	to be true (in doctrine and profession); speak (tell) the truth; from <a href='/Strongs/strongs-g227' onclick='return ABMM("/Strongs","/strongs-g227");'>g227</a> (ἀληθής)
227	ἀληθής	alēthḗs	al-ay-thace'	greek	Adjective	true (as not concealing); true, truly, truth; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and <a href='/Strongs/strongs-g2990' onclick='return ABMM("/Strongs","/strongs-g2990");'>g2990</a> (λανθάνω)
228	ἀληθινός	alēthinós	al-ay-thee-nos'	greek	Adjective	truthful; true; from <a href='/Strongs/strongs-g227' onclick='return ABMM("/Strongs","/strongs-g227");'>g227</a> (ἀληθής)
229	ἀλήθω	alḗthō	al-ay'-tho	greek	Verb	to grind; grind; from the same as <a href='/Strongs/strongs-g224' onclick='return ABMM("/Strongs","/strongs-g224");'>g224</a> (ἄλευρον)
230	ἀληθῶς	alēthōs	al-ay-thoce'	greek	Adverb	truly; indeed, surely, of a surety, truly, of a (in) truth, verily, very; adverb from <a href='/Strongs/strongs-g227' onclick='return ABMM("/Strongs","/strongs-g227");'>g227</a> (ἀληθής)
231	ἁλιεύς	halieús	hal-ee-yoos'	greek	Noun Masculine	a sailor (as engaged on the salt water), i.e. (by implication) a fisher; fisher(-man); from <a href='/Strongs/strongs-g251' onclick='return ABMM("/Strongs","/strongs-g251");'>g251</a> (ἅλς)
232	ἁλιεύω	halieúō	hal-ee-yoo'-o	greek	Verb	to be a fisher, i.e. (by implication) to fish; go a-fishing; from <a href='/Strongs/strongs-g231' onclick='return ABMM("/Strongs","/strongs-g231");'>g231</a> (ἁλιεύς)
233	ἁλίζω	halízō	hal-id'-zo	greek	Verb	to salt; salt; from <a href='/Strongs/strongs-g251' onclick='return ABMM("/Strongs","/strongs-g251");'>g251</a> (ἅλς)
234	ἀλίσγεμα	alísgema	al-is'-ghem-ah	greek	Noun Neuter	(ceremonially) defilement; pollution; from (to soil)
235	ἀλλά	allá	al-lah'	greek	Conjunction	properly, other things, i.e. (adverbially) contrariwise (in many relations); and, but (even), howbeit, indeed, nay, nevertheless, no, notwithstanding, save, therefore, yea, yet; neuter plural of <a href='/Strongs/strongs-g243' onclick='return ABMM("/Strongs","/strongs-g243");'>g243</a> (ἄλλος)
236	ἀλλάσσω	allássō	al-las'-so	greek	Verb	to make different; change; from <a href='/Strongs/strongs-g243' onclick='return ABMM("/Strongs","/strongs-g243");'>g243</a> (ἄλλος)
237	ἀλλαχόθεν	allachóthen	al-lakh-oth'-en	greek	Adverb	from elsewhere; some other way; from <a href='/Strongs/strongs-g243' onclick='return ABMM("/Strongs","/strongs-g243");'>g243</a> (ἄλλος)
238	ἀλληγορέω	allēgoréō	al-lay-gor-eh'-o	greek	Verb	to allegorize; be an allegory (the Greek word itself); from <a href='/Strongs/strongs-g243' onclick='return ABMM("/Strongs","/strongs-g243");'>g243</a> (ἄλλος) and (to harangue (compare <a href='/Strongs/strongs-g58' onclick='return ABMM("/Strongs","/strongs-g58");'>g58</a> (ἀγορά)))
239	ἀλληλουϊα	allēlouïa	al-lay-loo'-ee-ah	greek		praise ye Jah!, an adoring exclamation; alleluiah; of Hebrew origin (imperative of <a href='/Strongs/strongs-h1984' onclick='return ABMM("/Strongs","/strongs-h1984");'>h1984</a> and <a href='/Strongs/strongs-h3050' onclick='return ABMM("/Strongs","/strongs-h3050");'>h3050</a>)
240	ἀλλήλων	allḗlōn	al-lay'-lone	greek		one another; each other, mutual, one another, (the other), (them-, your-)selves, (selves) together (sometimes with <a href='/Strongs/strongs-g3326' onclick='return ABMM("/Strongs","/strongs-g3326");'>g3326</a> (μετά) or <a href='/Strongs/strongs-g4314' onclick='return ABMM("/Strongs","/strongs-g4314");'>g4314</a> (πρός)); Genitive plural from <a href='/Strongs/strongs-g243' onclick='return ABMM("/Strongs","/strongs-g243");'>g243</a> (ἄλλος) reduplicated
241	ἀλλογενής	allogenḗs	al-log-en-ace'	greek	Adjective	foreign, i.e. not a Jew; stranger; from <a href='/Strongs/strongs-g243' onclick='return ABMM("/Strongs","/strongs-g243");'>g243</a> (ἄλλος) and <a href='/Strongs/strongs-g1085' onclick='return ABMM("/Strongs","/strongs-g1085");'>g1085</a> (γένος)
242	ἅλλομαι	hállomai	hal'-lom-ahee	greek	Verb	to jump; figuratively, to gush; leap, spring up; middle voice of apparently a primary verb
243	ἄλλος	állos	al'-los	greek	Adjective	"else," i.e. different (in many applications); more, one (another), (an-, some an-)other(-s, -wise); a primary word
244	ἀλλοτριεπίσκοπος	allotriepískopos	al-lot-ree-ep-is'-kop-os	greek	Noun Masculine	overseeing others' affairs, i.e. a meddler (specially, in Gentile customs); busybody in other men's matters; from <a href='/Strongs/strongs-g245' onclick='return ABMM("/Strongs","/strongs-g245");'>g245</a> (ἀλλότριος) and <a href='/Strongs/strongs-g1985' onclick='return ABMM("/Strongs","/strongs-g1985");'>g1985</a> (ἐπίσκοπος)
245	ἀλλότριος	allótrios	al-lot'-ree-os	greek	Adjective	another's, i.e. not one's own; by extension foreign, not akin, hostile; alien, (an-)other (man's, men's), strange(-r); from <a href='/Strongs/strongs-g243' onclick='return ABMM("/Strongs","/strongs-g243");'>g243</a> (ἄλλος)
246	ἀλλόφυλος	allóphylos	al-lof'-oo-los	greek	Adjective	foreign, i.e. (specially) Gentile; one of another nation; from <a href='/Strongs/strongs-g243' onclick='return ABMM("/Strongs","/strongs-g243");'>g243</a> (ἄλλος) and <a href='/Strongs/strongs-g5443' onclick='return ABMM("/Strongs","/strongs-g5443");'>g5443</a> (φυλή)
247	ἄλλως	állōs	al'-loce	greek	Adverb	differently; otherwise; adverb from <a href='/Strongs/strongs-g243' onclick='return ABMM("/Strongs","/strongs-g243");'>g243</a> (ἄλλος)
248	ἀλοάω	aloáō	al-o-ah'-o	greek	Verb	to tread out grain; thresh, tread out the corn; from the same as <a href='/Strongs/strongs-g257' onclick='return ABMM("/Strongs","/strongs-g257");'>g257</a> (ἅλων)
249	ἄλογος	álogos	al'-og-os	greek	Adjective	irrational; brute, unreasonable; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and <a href='/Strongs/strongs-g3056' onclick='return ABMM("/Strongs","/strongs-g3056");'>g3056</a> (λόγος)
250	ἀλόη	alóē	al-o-ay'	greek	Noun Feminine	aloes (the gum); aloes; of foreign origin (compare <a href='/Strongs/strongs-g174' onclick='return ABMM("/Strongs","/strongs-g174");'>g174</a> (ἀκάνθινος))
251	ἅλς	háls	halce	greek		"salt"; salt; a primary word
252	ἁλυκός	halykós	hal-oo-kos'	greek	Adjective	briny; salt; from <a href='/Strongs/strongs-g251' onclick='return ABMM("/Strongs","/strongs-g251");'>g251</a> (ἅλς)
253	ἀλυπότερος	alypóteros	al-oo-pot'-er-os	greek	Adjective	more without grief; less sorrowful; comparative of a compound of <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and <a href='/Strongs/strongs-g3077' onclick='return ABMM("/Strongs","/strongs-g3077");'>g3077</a> (λύπη)
254	ἅλυσις	hálysis	hal'-oo-sis	greek	Noun Feminine	a fetter or manacle; bonds, chain; of uncertain derivation
255	ἀλυσιτελής	alysitelḗs	al-oo-sit-el-ace'	greek	Adjective	gainless, i.e. (by implication) pernicious; unprofitable; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and the base of <a href='/Strongs/strongs-g3081' onclick='return ABMM("/Strongs","/strongs-g3081");'>g3081</a> (λυσιτελεῖ)
256	Ἀλφαῖος	Alphaîos	al-fah'-yos	greek	Noun Masculine	Alphæus, an Israelite; Alpheus; of Hebrew origin (compare <a href='/Strongs/strongs-h2501' onclick='return ABMM("/Strongs","/strongs-h2501");'>h2501</a>)
257	ἅλων	hálōn	hal'-ohn	greek	Noun Feminine	a threshing-floor (as rolled hard), i.e. (figuratively) the grain (and chaff, as just threshed); floor; probably from the base of <a href='/Strongs/strongs-g1507' onclick='return ABMM("/Strongs","/strongs-g1507");'>g1507</a> (εἱλίσσω)
258	ἀλώπηξ	alṓpēx	al-o'-pakes	greek	Noun Feminine	a fox, i.e. (figuratively) a cunning person; fox; of uncertain derivation
259	ἅλωσις	hálōsis	hal'-o-sis	greek	Noun Feminine	capture, be taken. ; from a collateral form of <a href='/Strongs/strongs-g138' onclick='return ABMM("/Strongs","/strongs-g138");'>g138</a> (αἱρέομαι)
260	ἅμα	háma	ham'-ah	greek	Adverb	properly, at the "same" time, but freely used as a preposition or adverb denoting close association; also, and, together, with(-al); a primary particle
261	ἀμαθής	amathḗs	am-ath-ace'	greek	Adjective	ignorant; unlearned; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and <a href='/Strongs/strongs-g3129' onclick='return ABMM("/Strongs","/strongs-g3129");'>g3129</a> (μανθάνω)
262	ἀμαράντινος	amarántinos	am-ar-an'-tee-nos	greek	Adjective	"amaranthine", i.e. (by implication) fadeless; that fadeth not away; from <a href='/Strongs/strongs-g263' onclick='return ABMM("/Strongs","/strongs-g263");'>g263</a> (ἀμάραντος)
263	ἀμάραντος	amárantos	am-ar'-an-tos	greek	Adjective	unfading, i.e. (by implication) perpetual; that fadeth not away; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and a presumed derivative of <a href='/Strongs/strongs-g3133' onclick='return ABMM("/Strongs","/strongs-g3133");'>g3133</a> (μαραίνω)
264	ἁμαρτάνω	hamartánō	ham-ar-tan'-o	greek	Verb	properly, to miss the mark (and so not share in the prize), i.e. (figuratively) to err, especially (morally) to sin; for your faults, offend, sin, trespass; perhaps from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and the base of <a href='/Strongs/strongs-g3313' onclick='return ABMM("/Strongs","/strongs-g3313");'>g3313</a> (μέρος)
265	ἁμάρτημα	hamártēma	ham-ar'-tay-mah	greek	Noun Neuter	a sin (properly concrete); sin; from <a href='/Strongs/strongs-g264' onclick='return ABMM("/Strongs","/strongs-g264");'>g264</a> (ἁμαρτάνω)
266	ἁμαρτία	hamartía	ham-ar-tee'-ah	greek	Noun Feminine	a sin (properly abstract); offence, sin(-ful); from <a href='/Strongs/strongs-g264' onclick='return ABMM("/Strongs","/strongs-g264");'>g264</a> (ἁμαρτάνω)
267	ἀμάρτυρος	amártyros	am-ar'-too-ros	greek	Adjective	unattested; without witness; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and a form of <a href='/Strongs/strongs-g3144' onclick='return ABMM("/Strongs","/strongs-g3144");'>g3144</a> (μάρτυς)
268	ἁμαρτωλός	hamartōlós	ham-ar-to-los'	greek	Adjective	sinful, i.e. a sinner; sinful, sinner; from <a href='/Strongs/strongs-g264' onclick='return ABMM("/Strongs","/strongs-g264");'>g264</a> (ἁμαρτάνω)
269	ἄμαχος	ámachos	am'-akh-os	greek	Adjective	peaceable; not a brawler; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and <a href='/Strongs/strongs-g3163' onclick='return ABMM("/Strongs","/strongs-g3163");'>g3163</a> (μάχη)
270	ἀμάω	amáō	am-ah'-o	greek	Verb	properly, to collect, i.e. (by implication) reap; reap down; from <a href='/Strongs/strongs-g260' onclick='return ABMM("/Strongs","/strongs-g260");'>g260</a> (ἅμα)
271	ἀμέθυστος	améthystos	am-eth'-oos-tos	greek	Noun Feminine	the "amethyst" (supposed to prevent intoxication); amethyst; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and a derivative of <a href='/Strongs/strongs-g3184' onclick='return ABMM("/Strongs","/strongs-g3184");'>g3184</a> (μεθύω)
272	ἀμελέω	ameléō	am-el-eh'-o	greek	Verb	to be careless of; make light of, neglect, be negligent, no regard; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and <a href='/Strongs/strongs-g3199' onclick='return ABMM("/Strongs","/strongs-g3199");'>g3199</a> (μέλω)
273	ἄμεμπτος	ámemptos	am'-emp-tos	greek	Adjective	irreproachable; blameless, faultless, unblamable; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and a derivative of <a href='/Strongs/strongs-g3201' onclick='return ABMM("/Strongs","/strongs-g3201");'>g3201</a> (μέμφομαι)
274	ἀμέμπτως	amémptōs	am-emp'-toce	greek	Adverb	faultlessly; blameless, unblamably; adverb from <a href='/Strongs/strongs-g273' onclick='return ABMM("/Strongs","/strongs-g273");'>g273</a> (ἄμεμπτος)
275	ἀμέριμνος	amérimnos	am-er'-im-nos	greek	Adjective	not anxious; without care(-fulness), secure; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and <a href='/Strongs/strongs-g3308' onclick='return ABMM("/Strongs","/strongs-g3308");'>g3308</a> (μέριμνα)
276	ἀμετάθετος	ametáthetos	am-et-ath'-et-os	greek	Adjective	unchangeable, or (neuter as abstract) unchangeability; immutable(-ility); from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and a derivative of <a href='/Strongs/strongs-g3346' onclick='return ABMM("/Strongs","/strongs-g3346");'>g3346</a> (μετατίθημι)
277	ἀμετακίνητος	ametakínētos	am-et-ak-in'-ay-tos	greek	Adjective	immovable; unmovable; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and a derivative of <a href='/Strongs/strongs-g3334' onclick='return ABMM("/Strongs","/strongs-g3334");'>g3334</a> (μετακινέω)
278	ἀμεταμέλητος	ametamélētos	am-et-am-el'-ay-tos	greek	Adjective	irrevocable; without repentance, not to be repented of; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and a presumed derivative of <a href='/Strongs/strongs-g3338' onclick='return ABMM("/Strongs","/strongs-g3338");'>g3338</a> (μεταμέλλομαι)
279	ἀμετανόητος	ametanóētos	am-et-an-o'-ay-tos	greek	Adjective	unrepentant; impenitent; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and a presumed derivative of <a href='/Strongs/strongs-g3340' onclick='return ABMM("/Strongs","/strongs-g3340");'>g3340</a> (μετανοέω)
280	ἄμετρος	ámetros	am'-et-ros	greek	Adjective	immoderate; (thing) without measure; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and <a href='/Strongs/strongs-g3358' onclick='return ABMM("/Strongs","/strongs-g3358");'>g3358</a> (μέτρον)
281	ἀμήν	amḗn	am-ane'	greek		properly, firm, i.e. (figuratively) trustworthy; adverbially, surely (often as interjection, so be it); amen, verily; of Hebrew origin (<a href='/Strongs/strongs-h543' onclick='return ABMM("/Strongs","/strongs-h543");'>h543</a>)
282	ἀμήτωρ	amḗtōr	am-ay'-tore	greek	Noun Masculine	motherless, i.e. of unknown maternity; without mother; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and <a href='/Strongs/strongs-g3384' onclick='return ABMM("/Strongs","/strongs-g3384");'>g3384</a> (μήτηρ)
283	ἀμίαντος	amíantos	am-ee'-an-tos	greek	Adjective	unsoiled, i.e. (figuratively) pure; undefiled; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and a derivative of <a href='/Strongs/strongs-g3392' onclick='return ABMM("/Strongs","/strongs-g3392");'>g3392</a> (μιαίνω)
284	Ἀμιναδάβ	Aminadáb	am-ee-nad-ab'	greek	Noun Masculine	Aminadab, an Israelite; Aminadab; of Hebrew origin (<a href='/Strongs/strongs-h5992' onclick='return ABMM("/Strongs","/strongs-h5992");'>h5992</a>)
285	ἄμμος	ámmos	am'-mos	greek	Noun Feminine	sand (as heaped on the beach); sand; perhaps from <a href='/Strongs/strongs-g260' onclick='return ABMM("/Strongs","/strongs-g260");'>g260</a> (ἅμα)
286	ἀμνός	amnós	am-nos'	greek	Noun Masculine	a lamb; lamb; apparently a primary word
287	ἀμοιβή	amoibḗ	am-oy-bay'	greek	Noun Feminine	requital; requite; from (to exchange)
288	ἄμπελος	ámpelos	am'-pel-os	greek	Noun Feminine	a vine (as coiling about a support); vine; probably from the base of <a href='/Strongs/strongs-g297' onclick='return ABMM("/Strongs","/strongs-g297");'>g297</a> (ἀμφότερος) and that of <a href='/Strongs/strongs-g257' onclick='return ABMM("/Strongs","/strongs-g257");'>g257</a> (ἅλων)
289	ἀμπελουργός	ampelourgós	am-pel-oor-gos'	greek	Noun Masculine	a vine-worker, i.e. pruner; vine-dresser; from <a href='/Strongs/strongs-g288' onclick='return ABMM("/Strongs","/strongs-g288");'>g288</a> (ἄμπελος) and <a href='/Strongs/strongs-g2041' onclick='return ABMM("/Strongs","/strongs-g2041");'>g2041</a> (ἔργον)
290	ἀμπελών	ampelṓn	am-pel-ohn'	greek	Noun Masculine	a vineyard; vineyard; from <a href='/Strongs/strongs-g288' onclick='return ABMM("/Strongs","/strongs-g288");'>g288</a> (ἄμπελος)
291	Ἀμπλίας	Amplías	am-plee'-as	greek	Noun Masculine	Amplias, a Roman Christian; Amplias; contracted for Latin ampliatus (enlarged)
292	ἀμύνομαι	amýnomai	am-oo'-nom-ahee	greek	Verb	to ward off (for oneself), i.e. protect; defend; middle voice of a primary verb
293	ἀμφίβληστρον	amphíblēstron	am-fib'-lace-tron	greek	Noun Neuter	a (fishing) net (as thrown about the fish); net; from a compound of the base of <a href='/Strongs/strongs-g297' onclick='return ABMM("/Strongs","/strongs-g297");'>g297</a> (ἀμφότερος) and <a href='/Strongs/strongs-g906' onclick='return ABMM("/Strongs","/strongs-g906");'>g906</a> (βάλλω)
294	ἀμφιέννυμι	amphiénnymi	am-fee-en'-noo-mee	greek	Verb	to enrobe; clothe; from the base of <a href='/Strongs/strongs-g297' onclick='return ABMM("/Strongs","/strongs-g297");'>g297</a> (ἀμφότερος) and (to invest)
295	Ἀμφίπολις	Amphípolis	am-fip'-ol-is	greek	Noun Location	a city surrounded by a river; Amphipolis, a place in Macedonia; Amphipolis; from the base of <a href='/Strongs/strongs-g297' onclick='return ABMM("/Strongs","/strongs-g297");'>g297</a> (ἀμφότερος) and <a href='/Strongs/strongs-g4172' onclick='return ABMM("/Strongs","/strongs-g4172");'>g4172</a> (πόλις)
296	ἄμφοδον	ámphodon	am'-fod-on	greek	Noun Neuter	a fork in the road; where two ways meet; from the base of <a href='/Strongs/strongs-g297' onclick='return ABMM("/Strongs","/strongs-g297");'>g297</a> (ἀμφότερος) and <a href='/Strongs/strongs-g3598' onclick='return ABMM("/Strongs","/strongs-g3598");'>g3598</a> (ὁδός)
297	ἀμφότερος	amphóteros	am-fot'-er-os	greek	Adjective	(in plural) both; both; comparative of (around)
