# File Name: Greek_Lexicon_Strongs.txt
# File Size: 1571461     
# File Date: 06/01/2026 18:29:49
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Robert Rouse
# Source Content: James Strong's Lexicon, Greek
# Source Description: https://en.wikipedia.org/wiki/Strong%27s_Concordance
# Source Copyright: Public Domain
# Source Link: https://viz.bible/
#
# COLUMNS
#	STRONGS		Strong's number
#	WORD		Greek word
#	TRANS		Transliterated word
#	PRONOUNCE	Pronunciation
#	LANG		Language
#	MORPH		Part of speech
#	DEF			Definition
#
STRONGS	WORD	TRANS	PRONOUNCE	LANG	MORPH	DEF
81	ἀδελφότης	adelphótēs	ad-el-fot'-ace	greek	Noun Feminine	brotherhood (properly, the feeling of brotherliness), i.e. the (Christian) fraternity; brethren, brotherhood; from <a href='/Strongs/strongs-g80' onclick='return ABMM("/Strongs","/strongs-g80");'>g80</a> (ἀδελφός)
82	ἄδηλος	ádēlos	ad'-ay-los	greek	Adjective	hidden, figuratively, indistinct; appear not, uncertain; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and <a href='/Strongs/strongs-g1212' onclick='return ABMM("/Strongs","/strongs-g1212");'>g1212</a> (δῆλος)
83	ἀδηλότης	adēlótēs	ad-ay-lot'-ace	greek	Noun Feminine	uncertainty; X uncertain; from <a href='/Strongs/strongs-g82' onclick='return ABMM("/Strongs","/strongs-g82");'>g82</a> (ἄδηλος)
84	ἀδήλως	adḗlōs	ad-ay'-loce	greek	Adverb	uncertainly; uncertainly; adverb from <a href='/Strongs/strongs-g82' onclick='return ABMM("/Strongs","/strongs-g82");'>g82</a> (ἄδηλος)
85	ἀδημονέω	adēmonéō	ad-ay-mon-eh'-o	greek	Verb	to be in distress (of mind); be full of heaviness, be very heavy; from a derivative of (to be sated to loathing)
86	ᾅδης	háidēs	hah'-dace	greek	Noun Location	properly, unseen, i.e. "Hades" or the place (state) of departed souls; grave, hell; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as negative particle) and <a href='/Strongs/strongs-g1492' onclick='return ABMM("/Strongs","/strongs-g1492");'>g1492</a> (εἴδω)
87	ἀδιάκριτος	adiákritos	ad-ee-ak'-ree-tos	greek	Adjective	properly, undistinguished, i.e. (actively) impartial; without partiality; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and a derivative of <a href='/Strongs/strongs-g1252' onclick='return ABMM("/Strongs","/strongs-g1252");'>g1252</a> (διακρίνω)
88	ἀδιάλειπτος	adiáleiptos	ad-ee-al'-ipe-tos	greek	Adjective	unintermitted, i.e. permanent; without ceasing, continual; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and a derivative of a compound of <a href='/Strongs/strongs-g1223' onclick='return ABMM("/Strongs","/strongs-g1223");'>g1223</a> (διά) and <a href='/Strongs/strongs-g3007' onclick='return ABMM("/Strongs","/strongs-g3007");'>g3007</a> (λείπω)
89	ἀδιαλείπτως	adialeíptōs	ad-ee-al-ipe'-toce	greek	Adverb	uninterruptedly, i.e. without omission (on an appropriate occasion); without ceasing; adverb from <a href='/Strongs/strongs-g88' onclick='return ABMM("/Strongs","/strongs-g88");'>g88</a> (ἀδιάλειπτος)
90	ἀδιαφθορία	adiaphthoría	ad-ee-af-thor-ee'-ah	greek		incorruptibleness, i.e. (figuratively) purity (of doctrine); uncorruptness; from a derivative of a compound of <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and a derivative of <a href='/Strongs/strongs-g1311' onclick='return ABMM("/Strongs","/strongs-g1311");'>g1311</a> (διαφθείρω)
91	ἀδικέω	adikéō	ad-ee-keh'-o	greek	Verb	to be unjust, i.e. (actively) do wrong (morally, socially or physically); hurt, injure, be an offender, be unjust, (do, suffer, take) wrong; from <a href='/Strongs/strongs-g94' onclick='return ABMM("/Strongs","/strongs-g94");'>g94</a> (ἄδικος)
92	ἀδίκημα	adíkēma	ad-eek'-ay-mah	greek	Noun Neuter	a wrong done; evil doing, iniquity, matter of wrong; from <a href='/Strongs/strongs-g91' onclick='return ABMM("/Strongs","/strongs-g91");'>g91</a> (ἀδικέω)
93	ἀδικία	adikía	ad-ee-kee'-ah	greek	Noun Feminine	(legal) injustice (properly, the quality, by implication, the act); morally, wrongfulness (of character, life or act); iniquity, unjust, unrighteousness, wrong; from <a href='/Strongs/strongs-g94' onclick='return ABMM("/Strongs","/strongs-g94");'>g94</a> (ἄδικος)
94	ἄδικος	ádikos	ad'-ee-kos	greek	Adjective	unjust; by extension wicked; by implication, treacherous; specially, heathen; unjust, unrighteous; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and <a href='/Strongs/strongs-g1349' onclick='return ABMM("/Strongs","/strongs-g1349");'>g1349</a> (δίκη)
95	ἀδίκως	adíkōs	ad-ee'-koce	greek	Adverb	unjustly; wrongfully; adverb from <a href='/Strongs/strongs-g94' onclick='return ABMM("/Strongs","/strongs-g94");'>g94</a> (ἄδικος)
96	ἀδόκιμος	adókimos	ad-ok'-ee-mos	greek	Adjective	unapproved, i.e. rejected; by implication, worthless (literally or morally); castaway, rejected, reprobate; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and <a href='/Strongs/strongs-g1384' onclick='return ABMM("/Strongs","/strongs-g1384");'>g1384</a> (δόκιμος)
97	ἄδολος	ádolos	ad'-ol-os	greek	Adjective	and <a href='/Strongs/strongs-g1388' onclick='return ABMM("/Strongs","/strongs-g1388");'>g1388</a> (δόλος); undeceitful, i.e. (figuratively) unadulterated; sincere; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle)
98	Ἀδραμυττηνός	Adramyttēnós	ad-ram-oot-tay-nos'	greek	Noun Location	Adramyttene or belonging to Adramyttium; of Adramyttium; from (a place in Asia Minor)
99	Ἀδρίας	Adrías	ad-ree'-as	greek	Noun Location	the Adriatic sea (including the Ionian); Adria; from (a place near its shore)
100	ἁδρότης	hadrótēs	had-rot'-ace	greek	Noun Feminine	plumpness, i.e. (figuratively) liberality; abundance; from (stout)
101	ἀδυνατέω	adynatéō	ad-oo-nat-eh'-o	greek	Verb	to be unable, i.e. (passively) impossible; be impossible; from <a href='/Strongs/strongs-g102' onclick='return ABMM("/Strongs","/strongs-g102");'>g102</a> (ἀδύνατος)
102	ἀδύνατος	adýnatos	ad-oo'-nat-os	greek	Adjective	unable, i.e. weak (literally or figuratively); passively, impossible; could not do, impossible, impotent, not possible, weak; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and <a href='/Strongs/strongs-g1415' onclick='return ABMM("/Strongs","/strongs-g1415");'>g1415</a> (δυνατός)
103	ᾄδω	áidō	ad'-o	greek	Verb	to sing; sing; a primary verb
104	ἀεί	aeí	ah-eye'	greek	Adverb	"ever," by qualification regularly; by implication, earnestly; always, ever; from an obsolete primary noun (apparently meaning continued duration)
105	ἀετός	aetós	ah-et-os'	greek	Noun Masculine	an eagle (from its wind-like flight); eagle; from the same as <a href='/Strongs/strongs-g109' onclick='return ABMM("/Strongs","/strongs-g109");'>g109</a> (ἀήρ)
106	ἄζυμος	ázymos	ad'-zoo-mos	greek	Adjective	unleavened, i.e. (figuratively) uncorrupted; (in the neutral plural) specially (by implication) the Passover week; unleavened (bread); from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and <a href='/Strongs/strongs-g2219' onclick='return ABMM("/Strongs","/strongs-g2219");'>g2219</a> (ζύμη)
107	Ἀζώρ	Azṓr	ad-zore'	greek	Noun Masculine	Azor, an Israelite; Azorigin ; of Hebrew origin (compare <a href='/Strongs/strongs-h5809' onclick='return ABMM("/Strongs","/strongs-h5809");'>h5809</a>)
108	Ἄζωτος	Ázōtos	ad'-zo-tos	greek	Noun Location	Azotus (i.e. Ashdod), a place in Palestine; Azotus; of Hebrew origin (<a href='/Strongs/strongs-h795' onclick='return ABMM("/Strongs","/strongs-h795");'>h795</a>)
109	ἀήρ	aḗr	ah-ayr'	greek	Noun Masculine	by analogy, to blow); "air" (as naturally circumambient); air; from (to breathe unconsciously, i.e. respire
110	ἀθανασία	athanasía	ath-an-as-ee'-ah	greek	Noun Feminine	deathlessness; immortality; from a compound of <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and <a href='/Strongs/strongs-g2288' onclick='return ABMM("/Strongs","/strongs-g2288");'>g2288</a> (θάνατος)
111	ἀθέμιτος	athémitos	ath-em'-ee-tos	greek	Adjective	from the base of <a href='/Strongs/strongs-g5087' onclick='return ABMM("/Strongs","/strongs-g5087");'>g5087</a> (τίθημι)); illegal; by implication, flagitious; abominable, unlawful thing; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and a derivative of (statute
112	ἄθεος	átheos	ath'-eh-os	greek	Adjective	godless; without God; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and <a href='/Strongs/strongs-g2316' onclick='return ABMM("/Strongs","/strongs-g2316");'>g2316</a> (θεός)
113	ἄθεσμος	áthesmos	ath'-es-mos	greek	Adjective	lawless, i.e. (by implication) criminal; wicked; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and a derivative of <a href='/Strongs/strongs-g5087' onclick='return ABMM("/Strongs","/strongs-g5087");'>g5087</a> (τίθημι) (in the sense of enacting)
114	ἀθετέω	athetéō	ath-et-eh'-o	greek	Verb	to set aside, i.e. (by implication) to disesteem, neutralize or violate; cast off, despise, disannul, frustrate, bring to nought, reject; from a compound of <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and a derivative of <a href='/Strongs/strongs-g5087' onclick='return ABMM("/Strongs","/strongs-g5087");'>g5087</a> (τίθημι)
115	ἀθέτησις	athétēsis	ath-et'-ay-sis	greek	Noun Feminine	cancellation (literally or figuratively); disannulling, put away; from <a href='/Strongs/strongs-g114' onclick='return ABMM("/Strongs","/strongs-g114");'>g114</a> (ἀθετέω)
116	Ἀθῆναι	Athēnai	ath-ay-nahee	greek	Noun Location	Athenæ, the capitol of Greece;  Athens; plural of (the goddess of wisdom, who was reputed to have founded the city)
117	Ἀθηναῖος	Athēnaîos	ath-ay-nah'-yos	greek	Adjective	an Athenæan or inhabitant of Athenæ; Athenian; from <a href='/Strongs/strongs-g116' onclick='return ABMM("/Strongs","/strongs-g116");'>g116</a> (Ἀθῆναι)
118	ἀθλέω	athléō	ath-leh'-o	greek	Verb	to contend in the competitive games; strive; from (a contest in the public lists)
119	ἄθλησις	áthlēsis	ath'-lay-sis	greek	Noun Feminine	a struggle (figuratively); fight; from <a href='/Strongs/strongs-g118' onclick='return ABMM("/Strongs","/strongs-g118");'>g118</a> (ἀθλέω)
120	ἀθυμέω	athyméō	ath-oo-meh'-o	greek	Verb	to be spiritless, i.e. disheartened; be dismayed; from a compound of <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and <a href='/Strongs/strongs-g2372' onclick='return ABMM("/Strongs","/strongs-g2372");'>g2372</a> (θυμός)
121	ἄθωος	áthōos	ath'-o-os	greek	Adjective	not guilty; innocent; from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and probably a derivative of <a href='/Strongs/strongs-g5087' onclick='return ABMM("/Strongs","/strongs-g5087");'>g5087</a> (τίθημι) (meaning a penalty)
122	αἴγειος	aígeios	ah'-ee-ghi-os	greek	Adjective	belonging to a goat; goat; from (a goat)
123	αἰγιαλός	aigialós	ahee-ghee-al-os'	greek	Noun Masculine	a beach (on which the waves dash); shore; from (to rush) and <a href='/Strongs/strongs-g251' onclick='return ABMM("/Strongs","/strongs-g251");'>g251</a> (ἅλς) (in the sense of the sea
124	Αἰγύπτιος	Aigýptios	ahee-goop'-tee-os	greek	Adjective	an Ægyptian or inhabitant of Ægyptus; Egyptian; from <a href='/Strongs/strongs-g125' onclick='return ABMM("/Strongs","/strongs-g125");'>g125</a> (Αἴγυπτος)
125	Αἴγυπτος	Aígyptos	ah'-ee-goop-tos	greek	Noun Location	Ægyptus, the land of the Nile; Egypt; of uncertain derivation
126	ἀΐδιος	aḯdios	ah-id'-ee-os	greek	Adjective	everduring (forward and backward, or forward only); eternal, everlasting; from <a href='/Strongs/strongs-g104' onclick='return ABMM("/Strongs","/strongs-g104");'>g104</a> (ἀεί)
127	αἰδώς	aidṓs	ahee-doce'	greek	Noun Feminine	bashfulness, i.e. (towards men), modesty or (towards God) awe; reverence, shamefacedness; perhaps from <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and <a href='/Strongs/strongs-g1492' onclick='return ABMM("/Strongs","/strongs-g1492");'>g1492</a> (εἴδω) (through the idea of downcast eyes)
128	Αἰθίοψ	Aithíops	ahee-thee'-ops	greek	Noun Masculine	an Æthiopian (as a blackamoor); Ethiopian; from (to scorch) and (the face, from <a href='/Strongs/strongs-g3700' onclick='return ABMM("/Strongs","/strongs-g3700");'>g3700</a> (ὀπτάνομαι))
129	αἷμα	haîma	hah'-ee-mah	greek		blood, literally (of men or animals), figuratively (the juice of grapes) or specially (the atoning blood of Christ); by implication, bloodshed, also kindred; blood; of uncertain derivation
130	αἱματεκχυσία	haimatekchysía	hahee-mat-ek-khoo-see'-ah	greek	Noun Feminine	an effusion of blood; shedding of blood; from <a href='/Strongs/strongs-g129' onclick='return ABMM("/Strongs","/strongs-g129");'>g129</a> (αἷμα) and a derivative of <a href='/Strongs/strongs-g1632' onclick='return ABMM("/Strongs","/strongs-g1632");'>g1632</a> (ἐκχέω)
131	αἱμοῤῥέω	haimorrhéō	hahee-mor-hreh'-o	greek	Verb	to flow blood, i.e. have a hæmorrhage; diseased with an issue of blood; from <a href='/Strongs/strongs-g129' onclick='return ABMM("/Strongs","/strongs-g129");'>g129</a> (αἷμα) and <a href='/Strongs/strongs-g4482' onclick='return ABMM("/Strongs","/strongs-g4482");'>g4482</a> (ῥέω)
132	Αἰνέας	Ainéas	ahee-neh'-as	greek	Noun Masculine	Ænĕas, an Israelite; Æneas; of uncertain derivation
133	αἴνεσις	aínesis	ah'-ee-nes-is	greek	Noun Feminine	a praising (the act), i.e. (specially) a thank(-offering); praise; from <a href='/Strongs/strongs-g134' onclick='return ABMM("/Strongs","/strongs-g134");'>g134</a> (αἰνέω)
134	αἰνέω	ainéō	ahee-neh'-o	greek	Verb	to praise (God); praise; from <a href='/Strongs/strongs-g136' onclick='return ABMM("/Strongs","/strongs-g136");'>g136</a> (αἶνος)
135	αἴνιγμα	aínigma	ah'-ee-nig-ma	greek	Noun Neuter	an obscure saying ("enigma"), i.e. (abstractly) obscureness; X darkly; from a derivative of <a href='/Strongs/strongs-g136' onclick='return ABMM("/Strongs","/strongs-g136");'>g136</a> (αἶνος) (in its primary sense)
136	αἶνος	aînos	ah'-ee-nos	greek	Noun Masculine	properly, a story, but used in the sense of <a href='/Strongs/strongs-g1868' onclick='return ABMM("/Strongs","/strongs-g1868");'>g1868</a> (ἔπαινος); praise (of God); praise; apparently a prime word
137	Αἰνών	Ainṓn	ahee-nohn'	greek	Noun Location	Ænon, a place in Palestine; Ænon; of Hebrew origin (a derivative of <a href='/Strongs/strongs-h5869' onclick='return ABMM("/Strongs","/strongs-h5869");'>h5869</a>, place of springs)
138	αἱρέομαι	hairéomai	hel'-lom-ahee	greek	Verb	to take for oneself, i.e. to prefer; choose; probably akin to <a href='/Strongs/strongs-g142' onclick='return ABMM("/Strongs","/strongs-g142");'>g142</a> (αἴρω)
139	αἵρεσις	haíresis	hah'-ee-res-is	greek	Noun Feminine	properly, a choice, i.e. (specially) a party or (abstractly) disunion; heresy (which is the Greek word itself), sect; from <a href='/Strongs/strongs-g138' onclick='return ABMM("/Strongs","/strongs-g138");'>g138</a> (αἱρέομαι)
140	αἱρετίζω	hairetízō	hahee-ret-id'-zo	greek	Verb	to make a choice; choose; from a derivative of <a href='/Strongs/strongs-g138' onclick='return ABMM("/Strongs","/strongs-g138");'>g138</a> (αἱρέομαι)
141	αἱρετικός	hairetikós	hahee-ret-ee-kos'	greek	Adjective	a schismatic; heretic (the Greek word itself); from the same as <a href='/Strongs/strongs-g140' onclick='return ABMM("/Strongs","/strongs-g140");'>g140</a> (αἱρετίζω)
142	αἴρω	aírō	ah'-ee-ro	greek	Verb	to lift up; by implication, to take up or away; figuratively, to raise (the voice), keep in suspense (the mind), specially, to sail away (i.e. weigh anchor); by Hebraism (compare <a href='/Strongs/strongs-h5375' onclick='return ABMM("/Strongs","/strongs-h5375");'>h5375</a>) to expiate sin; away with, bear (up), carry, lift up, loose, make to doubt, put away, remove, take (away, up); a primary root
143	αἰσθάνομαι	aisthánomai	ahee-sthan'-om-ahee	greek	Verb	to apprehend (properly, by the senses); perceive; of uncertain derivation
144	αἴσθησις	aísthēsis	ah'-ee-sthay-sis	greek	Noun Feminine	perception, i.e. (figuratively) discernment; judgment; from <a href='/Strongs/strongs-g143' onclick='return ABMM("/Strongs","/strongs-g143");'>g143</a> (αἰσθάνομαι)
145	αἰσθητήριον	aisthētḗrion	ahee-sthay-tay'-ree-on	greek	Noun Neuter	properly, an organ of perception, i.e. (figuratively) judgment; senses; from a derivative of <a href='/Strongs/strongs-g143' onclick='return ABMM("/Strongs","/strongs-g143");'>g143</a> (αἰσθάνομαι)
146	αἰσχροκερδής	aischrokerdḗs	ahee-skhrok-er-dace'	greek	Adjective	sordid; given to (greedy of) filthy lucre; from <a href='/Strongs/strongs-g150' onclick='return ABMM("/Strongs","/strongs-g150");'>g150</a> (αἰσχρός) and (gain)
147	αἰσχροκερδῶς	aischrokerdōs	ahee-skhrok-er-doce'	greek	Adverb	sordidly; for filthy lucre's sake; adverb from <a href='/Strongs/strongs-g146' onclick='return ABMM("/Strongs","/strongs-g146");'>g146</a> (αἰσχροκερδής)
148	αἰσχρολογία	aischrología	ahee-skhrol-og-ee'-ah	greek	Noun Feminine	vile conversation; filthy communication; from <a href='/Strongs/strongs-g150' onclick='return ABMM("/Strongs","/strongs-g150");'>g150</a> (αἰσχρός) and <a href='/Strongs/strongs-g3056' onclick='return ABMM("/Strongs","/strongs-g3056");'>g3056</a> (λόγος)
149	αἰσχρόν	aischrón	ahee-skhron'	greek	Noun Neuter	a shameful thing, i.e. indecorum; shame; neuter of <a href='/Strongs/strongs-g150' onclick='return ABMM("/Strongs","/strongs-g150");'>g150</a> (αἰσχρός)
150	αἰσχρός	aischrós	ahee-skhros'	greek	Adjective	shameful, i.e. base (specially, venal); filthy; from the same as <a href='/Strongs/strongs-g153' onclick='return ABMM("/Strongs","/strongs-g153");'>g153</a> (αἰσχύνομαι)
151	αἰσχρότης	aischrótēs	ahee-skhrot'-ace	greek	Noun Feminine	shamefulness, i.e. obscenity; filthiness; from <a href='/Strongs/strongs-g150' onclick='return ABMM("/Strongs","/strongs-g150");'>g150</a> (αἰσχρός)
152	αἰσχύνη	aischýnē	ahee-skhoo'-nay	greek	Noun Feminine	shame or disgrace (abstractly or concretely); dishonesty, shame; from <a href='/Strongs/strongs-g153' onclick='return ABMM("/Strongs","/strongs-g153");'>g153</a> (αἰσχύνομαι)
153	αἰσχύνομαι	aischýnomai	ahee-skhoo'-nom-ahee	greek	Verb	to feel shame (for oneself); be ashamed; from (disfigurement, i.e. disgrace)
154	αἰτέω	aitéō	ahee-teh'-o	greek	Verb	to ask (in genitive case); ask, beg, call for, crave, desire, require; of uncertain derivation
155	αἴτημα	aítēma	ah'-ee-tay-mah	greek	Noun Neuter	a thing asked or (abstractly) an asking; petition, request, required; from <a href='/Strongs/strongs-g154' onclick='return ABMM("/Strongs","/strongs-g154");'>g154</a> (αἰτέω)
156	αἰτία	aitía	ahee-tee'-a	greek	Noun Feminine	a cause (as if asked for), i.e. (logical) reason (motive, matter), (legal) crime (alleged or proved); accusation, case, cause, crime, fault, (wh-)ere(-fore); from the same as <a href='/Strongs/strongs-g154' onclick='return ABMM("/Strongs","/strongs-g154");'>g154</a> (αἰτέω)
157	αἰτίαμα	aitíama	ahee-tee'-am-ah	greek	Noun Neuter	a thing charged; complaint; from a derivative of <a href='/Strongs/strongs-g156' onclick='return ABMM("/Strongs","/strongs-g156");'>g156</a> (αἰτία)
158	αἴτιον	aítion	ah'-ee-tee-on	greek	Noun Neuter	a reason or crime (like <a href='/Strongs/strongs-g156' onclick='return ABMM("/Strongs","/strongs-g156");'>g156</a> (αἰτία)); cause, fault; neuter of <a href='/Strongs/strongs-g159' onclick='return ABMM("/Strongs","/strongs-g159");'>g159</a> (αἴτιος)
159	αἴτιος	aítios	ah'-ee-tee-os	greek	Adjective	causative, i.e. (concretely) a causer; author; from the same as <a href='/Strongs/strongs-g154' onclick='return ABMM("/Strongs","/strongs-g154");'>g154</a> (αἰτέω)
160	αἰφνίδιος	aiphnídios	aheef-nid'-ee-os	greek	Adjective	unexpected, i.e. (adverbially) suddenly; sudden, unawares; from a compound of <a href='/Strongs/strongs-g1' onclick='return ABMM("/Strongs","/strongs-g1");'>g1</a> (Α) (as a negative particle) and <a href='/Strongs/strongs-g5316' onclick='return ABMM("/Strongs","/strongs-g5316");'>g5316</a> (φαίνω) (compare <a href='/Strongs/strongs-g1810' onclick='return ABMM("/Strongs","/strongs-g1810");'>g1810</a> (ἐξαίφνης)) (meaning non-apparent)
161	αἰχμαλωσία	aichmalōsía	aheekh-mal-o-see'-ah	greek	Noun Feminine	captivity; captivity; from <a href='/Strongs/strongs-g164' onclick='return ABMM("/Strongs","/strongs-g164");'>g164</a> (αἰχμάλωτος)
162	αἰχμαλωτεύω	aichmalōteúō	aheekh-mal-o-tew'-o	greek	Verb	to capture (like <a href='/Strongs/strongs-g163' onclick='return ABMM("/Strongs","/strongs-g163");'>g163</a> (αἰχμαλωτίζω)); lead captive; from <a href='/Strongs/strongs-g164' onclick='return ABMM("/Strongs","/strongs-g164");'>g164</a> (αἰχμάλωτος)
163	αἰχμαλωτίζω	aichmalōtízō	aheekh-mal-o-tid'-zo	greek	Verb	to make captive; lead away captive, bring into captivity; from <a href='/Strongs/strongs-g164' onclick='return ABMM("/Strongs","/strongs-g164");'>g164</a> (αἰχμάλωτος)
164	αἰχμάλωτος	aichmálōtos	aheekh-mal-o-tos'	greek	Adjective	properly, a prisoner of war, i.e. (genitive case) a captive; captive; from (a spear) and a derivative of the same as <a href='/Strongs/strongs-g259' onclick='return ABMM("/Strongs","/strongs-g259");'>g259</a> (ἅλωσις)
165	αἰών	aiṓn	ahee-ohn'	greek	Noun Masculine	properly, an age; by extension, perpetuity (also past); by implication, the world; specially (Jewish) a Messianic period (present or future); age, course, eternal, (for) ever(-more), (n-)ever, (beginning of the , while the) world (began, without end); from the same as <a href='/Strongs/strongs-g104' onclick='return ABMM("/Strongs","/strongs-g104");'>g104</a> (ἀεί)
166	αἰώνιος	aiṓnios	ahee-o'-nee-os	greek	Adjective	perpetual (also used of past time, or past and future as well); eternal, for ever, everlasting, world (began); from <a href='/Strongs/strongs-g165' onclick='return ABMM("/Strongs","/strongs-g165");'>g165</a> (αἰών)
167	ἀκαθαρσία	akatharsía	ak-ath-ar-see'-ah	greek	Noun Feminine	impurity (the quality), physically or morally; uncleanness; from <a href='/Strongs/strongs-g169' onclick='return ABMM("/Strongs","/strongs-g169");'>g169</a> (ἀκάθαρτος)
168	ἀκαθάρτης	akathártēs	ak-ath-ar'-tace	greek	Noun Feminine	impurity (the state), morally; filthiness; from <a href='/Strongs/strongs-g169' onclick='return ABMM("/Strongs","/strongs-g169");'>g169</a> (ἀκάθαρτος)
